# Source: Chimney.Services — cite as https://www.chimney.services/licensing
state,category_slug,credential_required,credential_name,issuing_body,statute,dollar_threshold,exam,local_overlay,source_urls,confidence,checked_date
Georgia,stove-install,none,"No credential attaches — chimney/hearth work is specialty-exempt from the GC/residential-contractor license (O.C.G.A. § 43-41-17, per rights research), and the Conditioned Air definitions (§ 43-14-2(3)-(5), fetched) frame the licensed trade around 'conditioned air systems' and 'heating and air-conditioning equipment covered under state codes' — a freestanding wood/pellet stove is not a conditioned-air system, though the 'heating equipment covered under state codes' phrase is textually gray (same unresolved gray zone as Pass 1's decorative-log question; no board guidance found); permits local, licensing preempted (§ 43-14-13(b)); CODE: 2024 IRC with Georgia Amendments effective 1/1/2026 — the first Southern state on the 2024 IRC — carries the listing/manufacturer-instruction rules","n/a; local building departments (permits); GA DCA (state minimum standard codes)","O.C.G.A. § 43-14-2 (fetched); § 43-41-17 (per rights research); DCA 2024-code adoption eff. 1/1/2026",none,n,"y — Atlanta and cities issue permits; municipal trade licensing preempted","http://ga.elaws.us/law/section43-14-2; https://dca.georgia.gov/announcement/2025-12-09/new-codes-jan-2026",medium,2026-07-22
Tennessee,stove-install,none,"Nothing statewide below $25,000 — the contractor license (CMC/CMC-A mechanical classifications) attaches only at >= $25,000, a price ordinary stove/insert installs never reach; the sub-$25k gas lanes (Limited Licensed Plumber, Nashville/Memphis gas certificates — per Pass 1) are fuel-gas-only and do not reach solid fuel; COUNTY LAYER: Home Improvement license for $3,000–$24,999 repair/remodel work in the 9 HI counties (Bradley, Davidson, Hamilton, Haywood, Knox, Marion, Robertson, Rutherford, Shelby — per Pass 1), which captures stove installs in Nashville/Memphis/Knoxville/Chattanooga; CODE: 2018 IRC statewide via SFMO but counties/municipalities may OPT OUT of one-and-two-family enforcement ('non-code' jurisdictions — listing rule unenforced there beyond owner-requested SFMO inspection)","TN Board for Licensing Contractors; TDCI State Fire Marshal's Office (code); county HI programs","T.C.A. § 62-6-102 ($25k); T.C.A. § 62-6-501 et seq. (HI); SFMO adopted codes (2018 IRC)","$25,000 (contractor license); $3,000 (HI license, 9 counties)","y (B&L + trade exams at >= $25k; HI license no trade exam)","y — 9 HI counties; opt-out/non-code jurisdictions map","https://www.tn.gov/commerce/regboards/contractors/license/get/contractor.html; https://www.tn.gov/commerce/fire/residential-permits/opt-out-jurisdictions.html; https://www.tn.gov/commerce/fire/codes-enforcement/history.html",high,2026-07-22
Alabama,stove-install,none,"Nothing at or below $10,000 — the HBLB home-builder license attaches to residential construction/improvement >$10,000 (per rights research/Pass 1) and no roofers-style carve-down exists for stoves; the HACR license (Ala. Code § 34-31) covers heating/air-conditioning/refrigeration systems that condition air — no solid-fuel capture found (trade-scope inference, no board guidance located); PGFB (NG) and LP-Gas Board lanes are gas-only; CODE MIGRATION FLAG: the 2015-IRC-based Alabama Residential Building Code (eff. 10/1/2016) remains the state baseline; Act 2024-443 transferred residential-code adoption from ADECA to the HBLB (Advisory Council seated 2/13/2025, code due to the Board by 10/1/2025 — whether a new edition was adopted is UNVERIFIED as of 7/2026); enforcement only where local permit programs exist","AL Home Builders Licensure Board (>$10k); local building departments","Ala. Code § 34-14A-5 (threshold, per rights research); Ala. Code § 34-31 (HACR); Act 2024-443","$10,000 (HBLB layer)",n,"y — Birmingham/Huntsville/Mobile permit programs; rural areas often permit-free","https://hblb.alabama.gov/wp-content/uploads/2025/10/HBLB-Law-Effective-October-1-2025-Reg-Effective-March-17-2025-Full-2025-Legislative-Changes-1.pdf; https://adeca.alabama.gov/wp-content/uploads/Alabama-Energy-and-Residential-Code.pdf; https://bcapcodes.org/code-status/state/alabama/",medium,2026-07-22
Louisiana,stove-install,registration,"Home Improvement Contractor registration (no exam) for jobs from $7,500 — a stove/insert install with liner or chimney work can cross the floor; below $7,500 NOTHING at state level (no solid-fuel credential; SPBLA/LPG lanes gas-only); THRESHOLD-CEILING CONFLICT FLAGGED: Pass 1 (lslbc.gov fetched 7/10/2026) reported residential license >$50,000 / HI band $7,500–$50,000, while post-Act-422-of-2025 secondaries state residential >= $75,000 / HI $7,500–$74,999 — ceiling UNVERIFIED pending LSLBC primary re-check (floor $7,500 is solid); CODE: LSUCC statewide 2021 IRC eff. 1/1/2023 with mandatory parish/municipal enforcement — the strongest statewide code floor in the South batch, listing rules reach the whole state","Louisiana State Licensing Board for Contractors (HI registration); parish/municipal permit offices (LSUCC)","La. R.S. 37:2175.1 et seq. (HI); Act 422 of 2025; LSUCC (R.S. 40:1730.21 et seq., 2021 I-Codes eff. 1/1/2023)","$7,500 (HI registration floor)",n,"y — New Orleans/Baton Rouge permit mechanics","https://lslbc.gov/types-of-licenses/; https://www.larealtors.org/breaking-down-updates-on-construction-from-the-2025-legislative-session; https://www.icc-nta.org/code-update/louisiana-code-adoption-and-amendments-effective-january-1-2023/",medium,2026-07-22
Mississippi,stove-install,none,"Nothing for a direct-to-homeowner install below $10,000 (MSBOC residential remodeling threshold, per Pass 1) — with no state plumbing/HVAC/mechanical license, the NG-side vacuum extends to solid fuel; EDGES: (1) installs >= $10,000 (rare) = MSBOC residential remodeler license; (2) the 2022 any-dollar SUBCONTRACTOR rule (§ 73-59-3(1)(d), per Pass 1) reaches 'mechanical' and 'HVAC' residential subs at any price — whether a stove-installing sub is doing 'mechanical work' is undefined (gray, flagged); CODE: opt-out state — Miss. Code § 17-2-4 requires non-opted-out counties/municipalities to adopt one of the last three IRC editions; opted-out swaths (roughly a third of municipalities, half of counties as of 2015) have no code and no permits at all (MID keeps the adoption list)","MS State Board of Contractors (>= $10k); local permits where codes adopted","Miss. Code § 73-59-3 (per Pass 1); Miss. Code § 17-2-4","$10,000 (residential remodeling)","y (MSBOC exams, at threshold)","y — Jackson locally registered trade professionals; opt-out map decides everything","https://law.justia.com/codes/mississippi/title-17/chapter-2/section-17-2-4/; https://apps.mid.ms.gov/ubc/ubc.aspx; https://www.msboc.us",medium,2026-07-22
Arkansas,stove-install,license,"THE SOUTH'S STRONGEST STOVE CAPTURE — and it comes from the chimney side, not the mechanical side: residential work >$2,000 requires an ACLB credential (A.C.A. § 17-25-513, per Pass 1), and 'Chimneys, Fireplaces' is a NAMED classification — available as a Home Improvement Specialty classification (experience proof, no Business & Law exam) and inside the Residential Remodeler scope — so a wood/pellet stove or insert install over $2,000 is licensable work under a chimney-named heading (resolves the Pass 1 flag: the specialty DOES reach stove installs; scope wording is classification practice, not statute text); HVACR Act capture of solid fuel is textually gray ('treating air to control temperature... to meet human comfort requirements,' A.C.A. § 17-33-101 — the DE-family ambiguity; no board guidance found); CODE: 2021 Arkansas Fire Prevention Code Vol. III = 2021 IRC statewide eff. 1/1/2023 (enforcement local)","Arkansas Contractors Licensing Board (Dept. of Labor and Licensing)","A.C.A. § 17-25-513; A.C.A. § 17-33-101; 2021 AFPC rules (eff. 1/1/2023)","$2,000 (residential)","n (HI Specialty); y (Residential Builder/Remodeler B&L exam)","y — Little Rock permits; § 17-33-104 preempts local HVACR licensing","https://labor.arkansas.gov/wp-content/uploads/HVAC-law-2025.pdf; https://arkansas.licenselookup.org/contractor/contractor-classifications/; https://codes.iccsafe.org/content/ARFPCVIIIR2021P1",medium,2026-07-22
Florida,chimney-flashing,license,"Certified or Registered Roofing Contractor — § 489.105(3)(e) (fetched verbatim): services 'unlimited in the roofing trade... installation, maintenance, extension, and alteration of all kinds of roofing, waterproofing, and coating, except when coating is not represented to protect, repair, waterproof, stop leaks, or extend the life of the roof' — chimney flashing and roof-leak repair are roofing/waterproofing work with NO dollar floor, and unlicensed contracting is a crime (§ 489.127); even sealant work MARKETED as leak repair is captured by the coating clause; certified = statewide, registered = local-jurisdiction only; general/building/residential contractors must subcontract roofing to a licensed roofer unless separately licensed (§ 489.113(3) — cite medium)","FL DBPR Construction Industry Licensing Board","§ 489.105(3)(e), Fla. Stat. (fetched); §§ 489.127, 489.113(3)",none,"y (certification exam)","y — registered class is local-jurisdiction; county competency cards","http://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0400-0499/0489/Sections/0489.105.html",high,2026-07-22
South Carolina,chimney-flashing,registration,"Residential Specialty Contractor — Roofers registration: Reg. 106-1(f) (fetched) names FLASHING verbatim — 'materials... that form a water tight, weather resistant surface for roofs and decks, including all accessories, flashing, valleys, gravel stops and roof insulation panels' — so standalone chimney flashing/leak repair >$500 on a residence is registered-Roofer work; NO exam (Roofers is not among the three exam-licensed specialties in Reg. 106-2: HVAC, plumbers, electricians); homeowner-protective specialty bond rides along on owner jobs >$5,000 ($5,000 registered-specialty bond, per Pass 4); commercial >$10,000 = CLB license with roofing-capable subclassification (per Pass 1 structure)","SC Residential Builders Commission (LLR)","S.C. Reg. 106-1(f), 106-2 (fetched); S.C. Code § 40-59-20(7)","$500 (registration); $5,000 (bond trigger)",n,n,"https://www.scstatehouse.gov/coderegs/Chapter%20106.pdf; https://llr.sc.gov/res/resspecialty.aspx",high,2026-07-22
Alabama,chimney-flashing,license,"HBLB Roofers license — Act 2021-296 (eff. 1/1/2022) put ALL residential roofing under the Home Builders Licensure Board at a carved-DOWN threshold: >$2,500 (vs $10,000 for general home building); the definition captures flashing/leak repair squarely — a residential roofer 'installs products or repairs surfaces on the external upper covering of a residence or structure that seals, waterproofs, or weatherproofs' (§ 34-14A-2); $10,000 roofers-only bond with the Board as obligee (per Pass 4) BUT roofers-license claims are EXCLUDED from the Homeowners' Recovery Fund (§ 34-14A-15, per Pass 4) — the license exists, the fund behind it doesn't (bond is the only homeowner instrument); unlimited home-builder licensees may roof without the separate roofers license, limited licensees may not","AL Home Builders Licensure Board","Ala. Code §§ 34-14A-2, 34-14A-5 (roofers provisions added by Act 2021-296)","$2,500","n (no roofers trade exam found — UNVERIFIED)",n,"https://hblb.alabama.gov/faq/%C2%A7-34-14a-2-definitions/; https://lgwmlaw.com/alabama-legislature-expands-scope-of-home-builders-licensure-board-act-to-clarify-scope-of-licensure-requirement-for-home-improvements-and-now-governs-all-residential-roofing-companies/; https://hblb.alabama.gov/wp-content/uploads/2023/08/NEW-ROOFERS-CORP-APP-PACKET-23-08-30.pdf",high,2026-07-22
Tennessee,chimney-flashing,license,"Contractor license with roofing specialty classification at >= $25,000 — and uniquely, roofing SUBCONTRACTORS have needed their own license at >= $25,000 since 1/1/2014 (a roofing sub cannot ride the prime's license — the anti-storm-chaser fix); $3,000–$24,999: Home Improvement license in the 9 HI counties only ($10,000 HI bond rides along, per Pass 4); below $3,000 or outside those counties: nothing; most standalone chimney-flashing repairs price under $25k, so the 9-county HI layer is the operative gate for the trade","TN Board for Licensing Contractors; county HI programs","T.C.A. § 62-6-102 (license >= $25k; roofing-sub rule eff. 1/1/2014); § 62-6-501 et seq. (HI)","$25,000 (state license); $3,000 (HI license, 9 counties)","y (B&L + trade exam at >= $25k)","y — 9 HI counties","https://www.tn.gov/commerce/regboards/contractors/license/get/contractor.html; https://www.servicetitan.com/licensing/roofing/tennessee",medium,2026-07-22
